First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Daniel,Montellano Pinon,Purchase,85,UTEP Miners vs. UTSA (Football),6,VIP
Daniel,Morales,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,2,GA
Alireza,Nouri,Purchase,87,Miner Food & Brew Festival,3,Gold
Maurizio,Gonzalez,Purchase,82,UTEP Miners vs. North Texas (Basketball),5,Gold
Isai,Nino Morales,Purchase,69,UTEP Commencement 1,5,Gold
Isabel,Quinones,Purchase,57,Taylor Swift Live,2,Silver
Juan,Reyes,Purchase,10,UTEP Football 10,2,Bronze
Jason,Durulo,Purchase,10,UTEP Football 10,5,Gold
Malachi,Rosas,Purchase,114,Shakira World Tour 2026,1,Gold
Maria,Duron,Purchase,20,UTEP Basketball 7,3,Bronze
Jose,Ortiz Zarate,Purchase,14,UTEP Basketball 1,5,Gold
Henry,Ng,Purchase,108,Miner Summer Bash,1,VIP
Luis,Zepeda-Rodriguez,Purchase,54,UTEP Wind Symphony 10,1,Silver
Stephen,Curry,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),1,Gold
Alan,Villamil Cabrera,Purchase,70,UTEP Commencement 2,6,Silver
Fernando,Vargas,Purchase,51,UTEP Wind Symphony 7,4,Bronze
Machine,Learning,Purchase,16,UTEP Basketball 3,1,Gold
Minnie,Mouse,Purchase,40,UTEP Basketball 27,5,GA
Alondra,Gonzalez,Purchase,60,Karol G Live,5,Bronze
Peter,Pan,Purchase,43,UTEP Basketball 30,5,VIP
Juan,Reyes,Purchase,55,UTEP Wind Symphony 11,3,Gold
Brian,Casio Iracheta,Purchase,31,UTEP Basketball 18,4,Bronze
Draymond,Green,Purchase,3,UTEP Football 3,2,Silver
Fernando,Vargas,Purchase,71,UTEP Commencement 3,1,Silver
Andrea,Villa,Purchase,8,UTEP Football 8,1,Silver
First,Last,Purchase,48,UTEP Wind Symphony 4,5,Silver
Armando,Levario Alvarez,Purchase,93,Miner Fest 2026,4,GA
Kevin,Ayala Vilchis,Purchase,83,UTEP Fiesta Latina,2,GA
Gaston,Disney,Purchase,7,UTEP Football 7,3,VIP
Stitch,Disney,Purchase,11,UTEP Football 11,3,Silver
Francisco,Garcia,Purchase,42,UTEP Basketball 29,2,VIP
Armando,Levario Alvarez,Purchase,54,UTEP Wind Symphony 10,6,VIP
Pablo,Escobar,Purchase,28,UTEP Basketball 15,4,GA
Woody,Disney,Purchase,91,Bruno Mars 24K Magic Live,3,VIP
Jafar,Aladdin,Purchase,52,UTEP Wind Symphony 8,5,Bronze
Anthony,Casillas,Purchase,36,UTEP Basketball 23,1,Silver
Russel,Westbrook,Purchase,108,Miner Summer Bash,1,Gold
Alan,Villamil Cabrera,Purchase,80,UTEP Spring Music Fest,2,Silver
Alejandro,Solano,Purchase,12,UTEP Football 12,4,Gold
Martha,Rios-Lozano,Purchase,115,UTEP Miner Film Fest,3,Bronze
Stitch,Disney,Purchase,107,The Weeknd: After Hours Til Dawn Tour,2,Gold
Eloy,Perez Quinones,Purchase,38,UTEP Basketball 25,1,VIP
Alondra,Mariscal,Purchase,21,UTEP Basketball 8,6,Bronze
Isai,Nino Morales,Purchase,68,Minerpalooza,5,Silver
Diego,Sanchez,Purchase,55,UTEP Wind Symphony 11,6,Bronze
Daniel,Reyes,Purchase,16,UTEP Basketball 3,3,VIP
Eugenio,Fernandez,Purchase,48,UTEP Wind Symphony 4,5,Silver
Lebron,James,Purchase,111,UTEP Miner Farmers Market,2,VIP
Sports,Fan,Purchase,98,UTEP Miners vs. FIU (Football),2,Silver
Sabina,Sosa,Purchase,47,UTEP Wind Symphony 3,2,GA
Mufassa,Disney,Purchase,81,UTEP Jazz Ensemble Night,2,GA
Daniel,Montellano Pinon,Purchase,64,Justin Timberlake Live,5,VIP
Kid,Rock,Purchase,21,UTEP Basketball 8,5,Bronze
Ares,Salazar,Purchase,22,UTEP Basketball 9,5,VIP
Anisa,Hyder,Purchase,12,UTEP Football 12,6,Bronze
Kid,Rock,Purchase,72,UTEP Commencement 3,5,Bronze
Mickey,Mouse,Purchase,100,UTEP Miner Cook-Off,6,Silver
Isai,Nino Morales,Purchase,21,UTEP Basketball 8,5,VIP
Sofia,Vergara,Purchase,53,UTEP Wind Symphony 9,4,Gold
Sam,Alderete,Purchase,102,UTEP Spring Carnival,1,Bronze
Mickey,Mouse,Purchase,3,UTEP Football 3,5,Gold
Daniel,Mejia,Purchase,75,EDC,1,Gold
Quasimodo,Disney,Purchase,55,UTEP Wind Symphony 11,5,Gold
Captaiin,Hook,Purchase,105,Miner Lights Winter Fest,5,Silver
Fernando,Vargas,Purchase,91,Bruno Mars 24K Magic Live,3,Bronze
JohnMichael,Betancourt,Purchase,103,Maná México Lindo Tour,6,GA
Simba,King,Purchase,60,Karol G Live,5,VIP
Carlos,Rappa,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,5,Gold
Deep,Learning,Purchase,81,UTEP Jazz Ensemble Night,6,Silver
Aurora,Disney,Purchase,90,UTEP Cultural Arts Festival,6,Bronze
Alejandro,Solano,Purchase,46,UTEP Wind Symphony 2,6,Silver
Elian,Pena Ramos,Purchase,96,UTEP Miner Pride Week,4,Silver
JohnMichael,Betancourt,Purchase,68,Minerpalooza,2,VIP
Emilio,Rojero,Purchase,3,UTEP Football 3,6,Silver
Jason,Durulo,Purchase,30,UTEP Basketball 17,3,GA
Alondra,Gonzalez,Purchase,92,UTEP Miners vs. SMU (Football),1,VIP
Tom,Holland,Purchase,56,UTEP Wind Symphony 12,2,GA
Lebron,James,Purchase,21,UTEP Basketball 8,1,VIP
Ares,Salazar,Purchase,45,UTEP Wind Symphony 1,5,Gold
Alondra,Gonzalez,Purchase,114,Shakira World Tour 2026,3,GA
Luis,Carreon,Purchase,19,UTEP Basketball 6,1,Silver
Alondra,Tarango,Purchase,112,Imagine Dragons Live,4,GA
Arturo,Flores,Purchase,39,UTEP Basketball 26,2,Gold
Thiaxi,Melendez Cepeda,Purchase,29,UTEP Basketball 16,6,Bronze
Luis,Armado,Purchase,15,UTEP Basketball 2,1,Bronze
Jake,Mayers,Purchase,51,UTEP Wind Symphony 7,4,Gold
Avery,Whittman,Purchase,3,UTEP Football 3,6,Gold
Daniel,Morales,Purchase,23,UTEP Basketball 10,6,VIP
Abigail,Galarza,Purchase,14,UTEP Basketball 1,5,Silver
Miguel,Renteria,Purchase,55,UTEP Wind Symphony 11,5,Bronze
Urvi,Beltran,Purchase,34,UTEP Basketball 21,2,Silver
Simba,Disney,Purchase,89,UTEP Miners Volleyball vs. Rice,1,VIP
Sam,Dominguez-Flores,Purchase,43,UTEP Basketball 30,5,Bronze
Luis,Armado,Purchase,8,UTEP Football 8,4,Bronze
Jairo,Ruvalcaba,Purchase,79,Gloria Trevi Live in El Paso,3,Silver
Christina,Perez,Purchase,86,Los Ángeles Azules en Concierto,2,Silver
Donald,Duck,Purchase,17,UTEP Basketball 4,4,Gold
Aurora,Disney,Purchase,72,UTEP Commencement 3,3,GA
Avery,Whittman,Purchase,82,UTEP Miners vs. North Texas (Basketball),6,Gold
Jonathan,Gomez,Purchase,53,UTEP Wind Symphony 9,2,GA
Daniel,Montellano Pinon,Purchase,75,EDC,6,VIP
Zachary,Carrejo,Purchase,66,Coachella 2,6,Silver
Draymond,Green,Purchase,71,UTEP Commencement 3,1,VIP
Shere,Khan,Purchase,50,UTEP Wind Symphony 6,4,Bronze
Armando,Levario Alvarez,Purchase,4,UTEP Football 4,1,Silver
Andrea,Villa,Purchase,88,Coldplay: Viva La Vida Tour,3,GA
Shere,Khan,Purchase,53,UTEP Wind Symphony 9,4,Gold
Isabela,Gaytan,Purchase,25,UTEP Basketball 12,1,Gold
Brenden,Ucol,Purchase,114,Shakira World Tour 2026,2,Silver
Daniel,Mejia,Purchase,34,UTEP Basketball 21,1,VIP
Gael,Argumedo,Purchase,34,UTEP Basketball 21,2,GA
Miranda,Macias,Purchase,22,UTEP Basketball 9,3,VIP
Gabriel,Tovar,Purchase,7,UTEP Football 7,1,GA
Aurora,Disney,Purchase,40,UTEP Basketball 27,2,Gold
Urvi,Beltran,Purchase,62,Olivia Rodrigo Live,2,Silver
Carlos,Rappa,Purchase,70,UTEP Commencement 2,3,Silver
Kaa,Disney,Purchase,90,UTEP Cultural Arts Festival,4,Silver
Sam,Alderete,Purchase,118,UTEP Tech Expo,6,Bronze
Daniel,Cardenas,Purchase,56,UTEP Wind Symphony 12,6,Silver
Deep,Learning,Purchase,56,UTEP Wind Symphony 12,5,Bronze
Isaiah,Johnson,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),1,VIP
Luis,Carreon,Purchase,38,UTEP Basketball 25,2,Gold
Maria,Duron,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),1,VIP
Evelyn,Fang,Purchase,2,UTEP Football 2,6,Bronze
Zachary,Carrejo,Purchase,28,UTEP Basketball 15,6,VIP
Kid,Rock,Purchase,69,UTEP Commencement 1,3,Bronze
Buzz,Lightyear,Purchase,18,UTEP Basketball 5,6,GA
Jafar,Aladdin,Purchase,63,Shakira Live,2,VIP
Daniel,Montellano Pinon,Purchase,46,UTEP Wind Symphony 2,6,GA
Simba,Disney,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),6,GA
Patty,Martinez,Purchase,93,Miner Fest 2026,2,Silver
Daniel,Montellano Pinon,Purchase,17,UTEP Basketball 4,5,Gold
James,Harden,Purchase,77,UTEP Symphony Spring Concert,4,Gold
Malachi,Rosas,Purchase,54,UTEP Wind Symphony 10,5,Silver
Elian,Pena Ramos,Purchase,2,UTEP Football 2,2,Gold
Elian,Pena Ramos,Purchase,80,UTEP Spring Music Fest,5,GA
Daniel,Cardenas,Purchase,49,UTEP Wind Symphony 5,6,Silver
Carlo,Alonso,Purchase,82,UTEP Miners vs. North Texas (Basketball),5,GA
Christina,Perez,Purchase,3,UTEP Football 3,4,VIP
Lebron,James,Purchase,69,UTEP Commencement 1,2,Bronze
Cruella,DeVil,Purchase,72,UTEP Commencement 3,1,Bronze
Anthony,Casillas,Purchase,71,UTEP Commencement 3,6,VIP
Luis,Armado,Purchase,108,Miner Summer Bash,4,VIP
Deep,Learning,Purchase,107,The Weeknd: After Hours Til Dawn Tour,3,GA
Jose,Ortiz Zarate,Purchase,24,UTEP Basketball 11,3,Gold
Mickey,Mouse,Purchase,77,UTEP Symphony Spring Concert,6,VIP
Hercules,Disney,Purchase,90,UTEP Cultural Arts Festival,3,Gold
Aladdin,Disney,Purchase,15,UTEP Basketball 2,4,Bronze
Henry,Ng,Purchase,100,UTEP Miner Cook-Off,5,VIP
Andrea,Villa,Purchase,43,UTEP Basketball 30,4,Bronze
Carlos,Marin,Purchase,8,UTEP Football 8,3,VIP
Henry,Ng,Purchase,44,UTEP Basketball 31,3,VIP
Sebastian,Marquez,Purchase,6,UTEP Football 6,2,GA
Matthieu,Enriquez,Purchase,5,UTEP Football 5,5,GA
Aurora,Disney,Purchase,72,UTEP Commencement 3,4,Silver
Jesus,Munoz,Purchase,4,UTEP Football 4,5,Gold
Emiliano,Huerta,Purchase,47,UTEP Wind Symphony 3,3,Silver
Woody,Disney,Purchase,58,Drake Live,4,Silver
Arturo,Flores,Purchase,64,Justin Timberlake Live,2,GA
Simba,Disney,Purchase,19,UTEP Basketball 6,5,Bronze
Alan,Villamil Cabrera,Purchase,62,Olivia Rodrigo Live,1,VIP
Fernando,Guzman,Purchase,85,UTEP Miners vs. UTSA (Football),5,Gold
Daniel,Mejia,Purchase,114,Shakira World Tour 2026,5,GA
Maurizio,Gonzalez,Purchase,65,Coachella 1,2,Silver
Zachary,Carrejo,Purchase,43,UTEP Basketball 30,6,Silver
Miranda,Macias,Purchase,97,Grupo Frontera Tour 2026,1,Bronze
Machine,Learning,Purchase,36,UTEP Basketball 23,1,VIP
Diego,Sanchez,Purchase,1,UTEP Football 1,1,GA
George,Lopez,Purchase,92,UTEP Miners vs. SMU (Football),3,GA
Pinocchio,Disney,Purchase,43,UTEP Basketball 30,2,VIP
Aadvika,Pandey,Purchase,10,UTEP Football 10,3,VIP
Arturo,Flores,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,4,Silver
Maurizio,Gonzalez,Purchase,109,UTEP Miners vs. New Mexico (Basketball),3,VIP
Prince,Eric,Purchase,60,Karol G Live,5,GA
Anthony,Casillas,Purchase,74,ACL 2,1,Silver
Sports,Fan,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,2,Gold
Lebron,James,Purchase,105,Miner Lights Winter Fest,6,Bronze
Hercules,Disney,Purchase,49,UTEP Wind Symphony 5,3,GA
Shere,Khan,Purchase,4,UTEP Football 4,2,Gold
Shere,Khan,Purchase,92,UTEP Miners vs. SMU (Football),5,VIP
Brian,Casio Iracheta,Purchase,94,Post Malone World Tour,1,Silver
Stephen,Curry,Purchase,81,UTEP Jazz Ensemble Night,4,Silver
Aadvika,Pandey,Purchase,83,UTEP Fiesta Latina,1,Gold
George,Lopez,Purchase,62,Olivia Rodrigo Live,3,Bronze
Jonathan,Gomez,Purchase,14,UTEP Basketball 1,1,Bronze
Lucas,Esquivel,Purchase,25,UTEP Basketball 12,5,Gold
Denisse,Loya,Purchase,88,Coldplay: Viva La Vida Tour,3,VIP
Stephen,Curry,Purchase,20,UTEP Basketball 7,4,Bronze
Carlos,Rappa,Purchase,53,UTEP Wind Symphony 9,3,Bronze
Diego,Sanchez,Purchase,56,UTEP Wind Symphony 12,3,GA
Deep,Learning,Purchase,6,UTEP Football 6,6,Bronze
Julieta,Rodriguez,Purchase,35,UTEP Basketball 22,6,Bronze
Ana,Rodriguez,Purchase,103,Maná México Lindo Tour,6,Silver
Quasimodo,Disney,Purchase,113,UTEP Miners vs. UAB (Football),3,Gold
Kid,Cuddi,Purchase,107,The Weeknd: After Hours Til Dawn Tour,4,Bronze
Zachary,Carrejo,Purchase,100,UTEP Miner Cook-Off,5,Gold
Thiaxi,Melendez Cepeda,Purchase,106,UTEP Alumni Band Reunion Concert,6,Bronze
Random,Name,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),4,Bronze
James,Harden,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,5,Gold
Sam,Dominguez-Flores,Purchase,58,Drake Live,3,Silver
Maurizio,Gonzalez,Purchase,12,UTEP Football 12,3,VIP
Oliver,Garcia Camarena,Purchase,60,Karol G Live,4,Silver
Urvi,Beltran,Purchase,65,Coachella 1,3,VIP
Kid,Cuddi,Purchase,53,UTEP Wind Symphony 9,4,VIP
Thiaxi,Melendez Cepeda,Purchase,69,UTEP Commencement 1,3,GA
Pablo,Escobar,Purchase,17,UTEP Basketball 4,6,Bronze
Quasimodo,Disney,Purchase,94,Post Malone World Tour,2,Bronze
James,Harden,Purchase,6,UTEP Football 6,1,GA
Patty,Martinez,Purchase,23,UTEP Basketball 10,3,Gold
Estefania,Fernadez,Purchase,59,Bad Bunny Live,5,VIP
Emilio,Rojero,Purchase,72,UTEP Commencement 3,6,VIP
Vera,Wang,Purchase,113,UTEP Miners vs. UAB (Football),1,GA
Brenden,Ucol,Purchase,56,UTEP Wind Symphony 12,1,Bronze
Fernando,Guzman,Purchase,92,UTEP Miners vs. SMU (Football),4,Silver
James,Harden,Purchase,120,Miner Philharmonic Strings,5,Bronze
Ursela,Mermaid,Purchase,86,Los Ángeles Azules en Concierto,3,VIP
Miguel,Renteria,Purchase,19,UTEP Basketball 6,1,Bronze
Emiliano,Huerta,Purchase,93,Miner Fest 2026,5,VIP
Martha,Rios-Lozano,Purchase,8,UTEP Football 8,4,Bronze
Chip,Disney,Purchase,69,UTEP Commencement 1,5,Gold
Dak,Prescot,Purchase,67,ACL,1,Silver
Daniela,Molina-Najera,Purchase,64,Justin Timberlake Live,6,GA
Jason,Durulo,Purchase,115,UTEP Miner Film Fest,3,Silver
Jonathan,Gomez,Purchase,37,UTEP Basketball 24,2,VIP
Buzz,Lightyear,Purchase,55,UTEP Wind Symphony 11,3,Silver
Machine,Learning,Purchase,23,UTEP Basketball 10,5,Silver
Luis,Zepeda-Rodriguez,Purchase,112,Imagine Dragons Live,1,Silver
Pluto,Disney,Purchase,66,Coachella 2,2,VIP
Carlos,Marin,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),1,Gold
Carlo,Alonso,Purchase,94,Post Malone World Tour,4,Gold
James,Harden,Purchase,104,UTEP Miners vs. Liberty (Football),6,GA
Water,Bottle,Purchase,81,UTEP Jazz Ensemble Night,4,Silver
Oliver,Garcia Camarena,Purchase,102,UTEP Spring Carnival,1,GA
Patty,Martinez,Purchase,56,UTEP Wind Symphony 12,6,Gold
Emmanuel,Barraza-Villa,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),5,Gold
Daniel,Morales,Purchase,90,UTEP Cultural Arts Festival,6,Gold
Frida,Pena,Purchase,67,ACL,3,Silver
Denisse,Loya,Purchase,74,ACL 2,4,GA
Burger,King,Purchase,113,UTEP Miners vs. UAB (Football),3,Gold
Jasmine,Disney,Purchase,46,UTEP Wind Symphony 2,5,Bronze
Daniel,Cardenas,Purchase,51,UTEP Wind Symphony 7,5,Bronze
Captaiin,Hook,Purchase,121,Miner Holiday Market,5,Silver
Thiaxi,Melendez Cepeda,Purchase,9,UTEP Football 9,3,Silver
Evelyn,Fang,Purchase,68,Minerpalooza,1,Gold
Kid,Cuddi,Purchase,17,UTEP Basketball 4,3,Bronze
Sebastian,Marquez,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),3,Gold
Kendra,Burton,Purchase,76,Lollapallooza,5,VIP
Isai,Nino Morales,Purchase,41,UTEP Basketball 28,6,VIP
Thiaxi,Melendez Cepeda,Purchase,39,UTEP Basketball 26,4,Bronze
Jonathan,Gomez,Purchase,118,UTEP Tech Expo,4,VIP
Emily,Fernandez,Purchase,24,UTEP Basketball 11,4,Bronze
Simba,Disney,Purchase,99,Ed Sheeran Mathematics Tour,2,Silver
Alex,Marquez,Purchase,12,UTEP Football 12,4,Gold
Emiliano,Huerta,Purchase,88,Coldplay: Viva La Vida Tour,5,Gold
Emiliano,Huerta,Purchase,67,ACL,6,Silver
Alondra,Mariscal,Purchase,56,UTEP Wind Symphony 12,4,Silver
Burger,King,Purchase,34,UTEP Basketball 21,2,Silver
Burger,King,Purchase,19,UTEP Basketball 6,3,Gold
Carlos,Rappa,Purchase,105,Miner Lights Winter Fest,5,VIP
Woody,Disney,Purchase,69,UTEP Commencement 1,2,Silver
Pinocchio,Disney,Purchase,39,UTEP Basketball 26,4,Gold
Alexa,Ramirez-Salinas,Purchase,65,Coachella 1,1,VIP
Klay,Thompson,Purchase,117,Metallica M72 World Tour,3,Bronze
Lebron,James,Purchase,44,UTEP Basketball 31,3,VIP
Alondra,Mariscal,Purchase,83,UTEP Fiesta Latina,1,VIP
Daniela,Molina-Najera,Purchase,118,UTEP Tech Expo,6,GA
Daniela,Molina-Najera,Purchase,9,UTEP Football 9,5,Bronze
Kevin,Ayala Vilchis,Purchase,2,UTEP Football 2,6,GA
James,Harden,Purchase,121,Miner Holiday Market,5,VIP
Arturo,Flores,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Silver
Minnie,Mouse,Purchase,5,UTEP Football 5,5,VIP
Aurora,Disney,Purchase,58,Drake Live,3,Silver
Matthieu,Enriquez,Purchase,97,Grupo Frontera Tour 2026,1,VIP
Eugenio,Fernandez,Purchase,63,Shakira Live,1,VIP
Daniel,Montellano Pinon,Purchase,90,UTEP Cultural Arts Festival,3,GA
James,Harden,Purchase,104,UTEP Miners vs. Liberty (Football),6,GA
Kevin,Ayala Vilchis,Purchase,9,UTEP Football 9,6,Gold
Belle,Disney,Purchase,104,UTEP Miners vs. Liberty (Football),5,Gold
Jasmine,Disney,Purchase,21,UTEP Basketball 8,4,GA
Jasmine,Disney,Purchase,50,UTEP Wind Symphony 6,5,Gold
Malachi,Rosas,Purchase,88,Coldplay: Viva La Vida Tour,5,VIP
Prince,Eric,Purchase,117,Metallica M72 World Tour,2,Bronze
Zachary,Carrejo,Purchase,102,UTEP Spring Carnival,5,Gold
Stephen,Curry,Purchase,34,UTEP Basketball 21,1,VIP
Victoria,Lopez,Purchase,50,UTEP Wind Symphony 6,3,Silver
Oliver,Garcia Camarena,Purchase,76,Lollapallooza,5,Silver
Fernando,Vargas,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),4,Gold
George,Lopez,Purchase,67,ACL,1,Bronze
Kid,Rock,Purchase,14,UTEP Basketball 1,1,Gold
Armando,Levario Alvarez,Purchase,1,UTEP Football 1,2,VIP
Lebron,James,Purchase,63,Shakira Live,5,GA
Alejandro,Solano,Purchase,15,UTEP Basketball 2,1,GA
Aadvika,Pandey,Purchase,99,Ed Sheeran Mathematics Tour,3,GA
JohnMichael,Betancourt,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),3,VIP
Fernando,Vargas,Purchase,105,Miner Lights Winter Fest,6,Gold
Jonus,Ronquillo,Purchase,94,Post Malone World Tour,6,VIP
Goofy,Disney,Purchase,87,Miner Food & Brew Festival,2,Bronze
James,Harden,Purchase,21,UTEP Basketball 8,4,VIP
Isabela,Gaytan,Purchase,27,UTEP Basketball 14,6,VIP
Daniel,Cardenas,Purchase,16,UTEP Basketball 3,4,Silver
Frida,Pena,Purchase,18,UTEP Basketball 5,1,GA
First,Last,Purchase,75,EDC,4,Bronze
Tenzin,Draduk,Purchase,62,Olivia Rodrigo Live,1,Bronze
Sofia,Vergara,Purchase,20,UTEP Basketball 7,1,Silver
Evil,Queen,Purchase,115,UTEP Miner Film Fest,6,GA
Anthony,Casillas,Purchase,97,Grupo Frontera Tour 2026,3,Bronze
Victoria,Lopez,Purchase,87,Miner Food & Brew Festival,1,GA
Chip,Disney,Purchase,71,UTEP Commencement 3,6,VIP
Random,Name,Purchase,20,UTEP Basketball 7,6,Silver
Gabriel,Tovar,Purchase,102,UTEP Spring Carnival,5,GA
Raphael,Romero,Purchase,102,UTEP Spring Carnival,1,GA
Angel,Bautista,Purchase,16,UTEP Basketball 3,4,GA
Sports,Fan,Purchase,10,UTEP Football 10,3,VIP
Gabriel,Tovar,Purchase,35,UTEP Basketball 22,5,Silver
Chip,Disney,Purchase,44,UTEP Basketball 31,2,Bronze
Fernando,Vargas,Purchase,105,Miner Lights Winter Fest,5,GA
Andrea,Villa,Purchase,59,Bad Bunny Live,6,Bronze
Oliver,Garcia Camarena,Purchase,105,Miner Lights Winter Fest,4,VIP
Luis,Carreon,Purchase,87,Miner Food & Brew Festival,4,VIP
Kevin,Ayala Vilchis,Purchase,77,UTEP Symphony Spring Concert,1,GA
Victoria,Lopez,Purchase,47,UTEP Wind Symphony 3,3,GA
Henry,Ng,Purchase,6,UTEP Football 6,6,Bronze
Armando,Levario Alvarez,Purchase,33,UTEP Basketball 20,2,Silver
Jairo,Ruvalcaba,Purchase,55,UTEP Wind Symphony 11,1,Silver
Sam,Dominguez-Flores,Purchase,26,UTEP Basketball 13,4,Bronze
Estefania,Fernadez,Purchase,99,Ed Sheeran Mathematics Tour,2,Silver
Zachary,Carrejo,Purchase,12,UTEP Football 12,3,GA
Thiaxi,Melendez Cepeda,Purchase,6,UTEP Football 6,5,Gold
Christina,Perez,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),4,Silver
Eloy,Perez Quinones,Purchase,80,UTEP Spring Music Fest,1,Gold
Belle,Disney,Purchase,65,Coachella 1,1,Gold
Michael,Close,Purchase,109,UTEP Miners vs. New Mexico (Basketball),3,Silver
Martha,Rios-Lozano,Purchase,41,UTEP Basketball 28,3,Gold
Ana,Rodriguez,Purchase,50,UTEP Wind Symphony 6,2,Bronze
Jonathan,Gomez,Purchase,68,Minerpalooza,5,Gold
Arturo,Flores,Purchase,61,RBD Live,6,Silver
Daniel,Cardenas,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),1,GA
Angel,Bautista,Purchase,35,UTEP Basketball 22,2,GA
Raphael,Romero,Purchase,112,Imagine Dragons Live,3,GA
Random,Name,Purchase,13,UTEP Football 13,4,Gold
Simba,King,Purchase,48,UTEP Wind Symphony 4,6,VIP
Sam,Dominguez-Flores,Purchase,49,UTEP Wind Symphony 5,6,Silver
Martha,Rios-Lozano,Purchase,72,UTEP Commencement 3,1,VIP
Miranda,Macias,Purchase,50,UTEP Wind Symphony 6,2,Silver
Mufassa,Disney,Purchase,108,Miner Summer Bash,5,Bronze
Luis,Armado,Purchase,48,UTEP Wind Symphony 4,1,Bronze
Shere,Khan,Purchase,31,UTEP Basketball 18,2,Silver
Hercules,Disney,Purchase,43,UTEP Basketball 30,4,Bronze
Captaiin,Hook,Purchase,9,UTEP Football 9,3,GA
Elian,Pena Ramos,Purchase,66,Coachella 2,4,Silver
Scar,Lion,Purchase,114,Shakira World Tour 2026,1,Silver
Cia,Martin,Purchase,103,Maná México Lindo Tour,6,Silver
Evelyn,Fang,Purchase,63,Shakira Live,5,Silver
Burger,King,Purchase,14,UTEP Basketball 1,2,VIP
Daniela,Molina-Najera,Purchase,16,UTEP Basketball 3,6,GA
Kid,Rock,Purchase,21,UTEP Basketball 8,2,Gold
Daniel,Cardenas,Purchase,117,Metallica M72 World Tour,2,Bronze
JohnMichael,Betancourt,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),2,Silver
Jason,Durulo,Purchase,38,UTEP Basketball 25,2,VIP
Cindy,Zhu,Purchase,120,Miner Philharmonic Strings,1,Bronze
Pluto,Disney,Purchase,5,UTEP Football 5,6,Gold
Sebastian,Marquez,Purchase,106,UTEP Alumni Band Reunion Concert,3,Gold
Dak,Prescot,Purchase,89,UTEP Miners Volleyball vs. Rice,5,Bronze
Alondra,Mariscal,Purchase,107,The Weeknd: After Hours Til Dawn Tour,4,GA
Peter,Pan,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,6,Bronze
Kid,Cuddi,Purchase,68,Minerpalooza,3,Bronze
Jose,Ortiz Zarate,Purchase,57,Taylor Swift Live,4,VIP
Russel,Westbrook,Purchase,75,EDC,3,GA
Brenden,Ucol,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),5,Gold
Simba,Disney,Purchase,57,Taylor Swift Live,4,Gold
Ana,Rodriguez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,3,Gold
Juan,Reyes,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Gold
David,Bai,Purchase,90,UTEP Cultural Arts Festival,5,VIP
Stephen,Curry,Purchase,26,UTEP Basketball 13,2,VIP
Emmanuel,Barraza-Villa,Purchase,27,UTEP Basketball 14,4,Silver
Cruella,DeVil,Purchase,113,UTEP Miners vs. UAB (Football),2,Gold
Alex,Marquez,Purchase,55,UTEP Wind Symphony 11,3,VIP
Luis,Carreon,Purchase,40,UTEP Basketball 27,3,VIP
Random,Name,Purchase,67,ACL,3,Gold
Diego,Sanchez,Purchase,49,UTEP Wind Symphony 5,4,VIP
Prince,Eric,Purchase,99,Ed Sheeran Mathematics Tour,1,GA
Alondra,Tarango,Purchase,20,UTEP Basketball 7,5,GA
Andrea,Villa,Purchase,67,ACL,5,Silver
Alireza,Nouri,Purchase,108,Miner Summer Bash,6,GA
Donald,Duck,Purchase,72,UTEP Commencement 3,6,VIP
Dale,Disney,Purchase,9,UTEP Football 9,4,VIP
Beast,Disney,Purchase,84,Miner Choir Holiday Gala,6,GA
Thiaxi,Melendez Cepeda,Purchase,27,UTEP Basketball 14,6,Bronze
Cia,Martin,Purchase,110,Banda MS Tour 2026,1,VIP
Daniel,Mejia,Purchase,44,UTEP Basketball 31,1,GA
Francisco,Garcia,Purchase,53,UTEP Wind Symphony 9,4,VIP
Captaiin,Hook,Purchase,48,UTEP Wind Symphony 4,6,VIP
James,Harden,Purchase,97,Grupo Frontera Tour 2026,1,VIP
